45.059078	7.682346	18
45.065369	7.690228	5
45.074757	7.678195	14
45.071587	7.676387	5
45.073357	7.683470	3
45.071430	7.681935	2
45.068756	7.676482	21
45.059505	7.679829	7
45.063339	7.700515	0
45.067760	7.695205	0
45.041779	7.684359	0
45.066841	7.687160	3
45.063210	7.681330	5
45.069511	7.677068	5
45.056286	7.650436	11
45.050373	7.665000	3
45.078564	7.697716	0
45.064625	7.695850	0
45.075123	7.673764	1
45.068832	7.697253	1
45.069157	7.686423	4
45.068085	7.695571	0
45.070175	7.685987	0
45.055752	7.676387	0
45.067886	7.712823	0
45.072399	7.650471	14
45.070400	7.677059	2
45.046436	7.672691	2
45.057774	7.681105	0
45.070503	7.681215	0
45.061382	7.673039	3
45.055813	7.683268	0
45.057858	7.681244	0
45.074444	7.622561	0
45.065887	7.694681	1
45.069862	7.724336	0
45.051048	7.674960	0
45.046482	7.674830	0
45.063595	7.681873	1
45.070274	7.694702	1
45.066200	7.649411	6
45.060364	7.690748	1
45.069046	7.689500	0
45.062084	7.686515	0
45.060173	7.690142	1
45.062965	7.650171	4
45.064590	7.650698	6
45.066498	7.684634	1
45.072075	7.684327	0
45.070381	7.694546	1
45.059204	7.658994	1
45.062744	7.686748	0
45.063690	7.681742	3
45.065975	7.690664	0
45.067799	7.695341	1
45.065868	7.697618	1
45.051815	7.646355	3
45.043205	7.670166	0
45.065418	7.679460	3
45.072872	7.634328	6
45.068195	7.695699	0
45.072079	7.681422	0
45.069626	7.693214	0
45.076389	7.693771	0
45.063934	7.678818	3
45.073906	7.708983	0
45.064072	7.677839	0
45.062351	7.688661	2
45.083054	7.666997	3
45.063496	7.678144	1
45.074879	7.674904	0
45.069283	7.665667	1
45.066402	7.691528	0
45.076122	7.679531	1
45.062820	7.683845	1
45.030674	7.655086	0
45.039845	7.672303	0
45.069603	7.668449	20
45.071404	7.683274	0
45.071247	7.646596	6
45.063606	7.677935	1
45.066010	7.687950	2
45.072346	7.678268	2
45.065536	7.690758	1
45.059059	7.681347	1
45.071224	7.679763	2
45.060925	7.689472	0
45.078739	7.683799	1
45.038284	7.671699	0
45.066505	7.691701	0
45.061111	7.686868	0
45.068069	7.693282	0
45.063877	7.713216	0
45.067642	7.695017	1
45.045689	7.682471	0
45.074238	7.680795	0
45.037037	7.669335	0
45.040161	7.657334	3
45.082497	7.697865	0
45.070015	7.679022	1
45.058582	7.674221	1
45.057823	7.682555	1
45.058369	7.680894	0
45.067398	7.709724	0
45.066078	7.691830	0
45.074512	7.682185	0
45.074070	7.682647	0
45.066410	7.691060	1
45.063190	7.644298	3
45.070644	7.613953	0
45.076935	7.679370	1
45.072529	7.682751	0
45.071629	7.695886	0
45.059944	7.681769	0
45.059010	7.658181	0
45.071663	7.661357	0
45.062744	7.686725	1
45.074200	7.680584	0
45.070965	7.677532	0
45.065456	7.690979	0
45.059799	7.682410	0
45.071129	7.679647	0
45.041206	7.635850	1
45.072071	7.684331	0
45.072517	7.661996	1
45.076405	7.687813	0
45.069279	7.703367	0
45.051201	7.678003	0
45.080036	7.683941	0
45.072289	7.708224	0
45.066769	7.691127	0
45.073975	7.681681	1
45.036705	7.669293	0
45.062408	7.685238	0
45.064674	7.678716	1
45.061695	7.631692	0
45.064831	7.674529	0
45.035030	7.652157	1
45.069859	7.700355	0
45.068192	7.686220	1
45.036350	7.652080	0
45.073051	7.677469	1
45.057133	7.660224	1
45.065369	7.690228	0
45.069435	7.688007	0
45.075771	7.677533	1
45.076035	7.696529	0
45.086082	7.694544	0
45.060268	7.671647	0
45.065536	7.690879	0
45.071468	7.643975	6
45.071278	7.711975	0
45.072399	7.681818	0
45.068863	7.697443	0
45.072311	7.681409	0
45.050385	7.635006	0
45.072399	7.678243	2
45.070850	7.684249	0
45.067547	7.691811	0
45.074848	7.692205	0
45.072666	7.682631	0
45.071560	7.695792	0
45.064144	7.685951	0
45.064671	7.636884	0
45.071224	7.646211	0
45.067848	7.688403	0
45.045559	7.674132	0
45.036888	7.642626	0
45.068573	7.622114	0
45.058323	7.680951	0
45.058708	7.659213	0
45.065052	7.696852	0
45.069382	7.695210	0
45.075680	7.683527	0
45.069225	7.698752	0
45.055969	7.649072	1
45.065434	7.652417	0
45.057919	7.682736	1
45.036331	7.671210	0
45.065407	7.679518	0
45.057011	7.682801	0
45.066994	7.688030	0
45.077694	7.667267	1
45.072193	7.692995	0
45.051411	7.680152	0
45.067680	7.691149	0
45.039600	7.643892	0
45.076008	7.678038	0
45.038548	7.671896	0
45.069111	7.694798	0
45.048836	7.661656	0
45.067577	7.710252	0
45.046345	7.674734	0
45.062943	7.706093	0
45.056190	7.677820	0
45.070194	7.682475	0
45.036701	7.651897	0
45.075451	7.647176	11
45.066757	7.668485	12
45.059528	7.679855	0
45.073727	7.681715	0
45.063995	7.694417	0
45.068916	7.687117	2
45.033951	7.657024	0
45.067169	7.696809	0
45.075729	7.699056	0
45.023441	7.664252	0
45.061558	7.685649	0
45.090149	7.696751	0
45.064754	7.642009	0
45.082924	7.653071	5
45.069210	7.695495	0
45.062832	7.685321	0
45.071060	7.683543	0
45.063671	7.681862	1
45.067894	7.713027	0
45.048714	7.673633	0
45.078346	7.667956	1
45.058151	7.655083	4
45.074783	7.667131	0
45.071571	7.681449	1
45.066357	7.692759	0
45.061848	7.686929	0
45.075291	7.680311	0
45.073437	7.694223	0
45.079990	7.689198	0
45.082047	7.661280	2
45.072422	7.664462	1
45.071335	7.682139	2
45.067375	7.695300	1
45.046989	7.643759	1
45.051460	7.675189	1
45.037258	7.658410	0
45.066090	7.691844	0
45.075241	7.626123	0
45.069328	7.676922	5
45.081845	7.659978	5
45.075636	7.664135	7
45.070468	7.643836	1
45.031869	7.665912	0
45.073826	7.662931	2
45.054211	7.657818	4
45.064232	7.650100	3
45.082234	7.640147	7
45.066237	7.674007	15
45.076317	7.681653	8
45.072083	7.682416	3
45.072520	7.661642	2
45.071550	7.674680	6
45.066495	7.684666	1
45.065636	7.690659	6
45.067124	7.685184	1
45.065992	7.696234	1
45.046462	7.645928	1
45.070472	7.620536	2
45.065197	7.675270	2
45.058273	7.662586	1
45.058360	7.662553	2
45.065224	7.653158	2
45.079730	7.651813	1
45.070322	7.677067	6
45.068420	7.678717	1
45.058914	7.663264	1
45.065002	7.682130	1

